Accession	Gene	Peptide count	Unique peptides	Confidence score	Anova (p)	Max fold change	Fractions	Occurrences	Highest mean condition	Lowest mean condition	Description	F2613	F6281	F7511	F5541	F5618	F7647	Correlation
O75396	SEC22B	7	4	44.7945	0.345886619	1.200653037	1;2;3	3	Pacientes	Controles	Vesicle-trafficking protein SEC22b OS=Homo sapiens OX=9606 GN=SEC22B PE=1 SV=4	4823.587615	3670.14274	3458.796948	3817.62013	2412.06522	3725.336566	0.241044166
P78371	CCT2	45	39	388.8804	0.34628817	1.33253923	1;2;3	3	Pacientes	Controles	T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4	51965.76205	29451.27166	26852.29245	26967.87655	32982.65097	21299.85799	0.703983247
Q9UDY8	MALT1	11	11	71.964	0.346669341	1.221748355	2;3	2	Pacientes	Controles	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 OS=Homo sapiens OX=9606 GN=MALT1 PE=1 SV=1	3259.651762	2082.165202	2952.449823	1955.299558	2880.324141	1953.22668	0.775466431
P41240	CSK	7	5	39.8505	0.347281005	1.323472936	2	1	Pacientes	Controles	Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1	2590.229699	3148.378424	1677.214245	1294.001387	2495.302223	1814.001275	0.371446074
P47755	CAPZA2	10	5	68.5459	0.347367469	1.150821143	1;3	2	Pacientes	Controles	F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3	19130.19547	26609.45319	24838.43385	23303.31412	17617.25569	20407.88503	0.135520804
O75083	WDR1	36	29	305.1681	0.347388197	1.103793741	1;2;3	3	Pacientes	Controles	WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4	48152.03256	38461.43238	48970.38248	39388.21859	44546.3887	38899.79776	0.743847309
P61313	RPL15	22	20	167.6162	0.34870913	1.157107584	1;2;3	3	Pacientes	Controles	60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2	13965.09407	17647.11996	16912.19923	17209.33437	10964.11602	13762.50607	0.166966444
P49207	RPL34	4	3	26.3382	0.348740139	1.482872479	2	1	Controles	Pacientes	60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3	171.3160314	359.6352221	406.242504	668.699199	274.5021836	446.5374476	-0.528933677
P62195	PSMC5	16	10	121.9893	0.348969773	1.186327744	2;3	2	Pacientes	Controles	26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1	6852.742884	5601.120388	6332.954505	4480.323531	7293.739238	4062.048181	0.781171224
P40925	MDH1	14	11	110.4653	0.348971717	1.180906362	1;3	2	Pacientes	Controles	Malate dehydrogenase_ cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4	26669.16449	32366.07619	30213.45217	18779.96384	33956.98604	22839.48507	0.480962886
P31269	HOXA9	1	1	4.7122	0.349394785	1.22477136	2	1	Controles	Pacientes	Homeobox protein Hox-A9 OS=Homo sapiens OX=9606 GN=HOXA9 PE=1 SV=4	171.4867883	401.9727225	245.0687989	336.7902395	316.2408316	349.4789602	-0.631276845
Q9C040	TRIM2	4	2	20.9969	0.349501447	2.263462688	2	1	Pacientes	Controles	Tripartite motif-containing protein 2 OS=Homo sapiens OX=9606 GN=TRIM2 PE=1 SV=1	83.09294384	157.3858455	487.8764068	130.4245934	95.7788813	95.58455385	0.38201585
P62753	RPS6	14	11	70.8279	0.349545585	1.231088469	1;2	2	Controles	Pacientes	40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1	15077.48554	20124.97065	25100.2084	28794.44231	18612.54586	26830.92687	-0.62936717
P62191	PSMC1	13	9	121.9869	0.349665229	1.245194731	2;3	2	Pacientes	Controles	26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1	10087.04453	6560.627125	6617.333857	4567.344154	7710.936565	6405.548348	0.549011675
Q99719	SEPT5	1	1	5.7445	0.349811409	1.44811305	3	1	Controles	Pacientes	Septin-5 OS=Homo sapiens OX=9606 GN=SEPT5 PE=1 SV=1	269.7430521	858.6236892	609.0019787	520.8378506	917.1225145	1077.945951	-0.726408298
Q9UNM6	PSMD13	12	10	108.2272	0.351013071	1.351729444	1;2;3	3	Pacientes	Controles	26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2	37414.57471	35992.1561	18056.13926	21897.60734	22112.9281	23653.05689	0.352303391
P26639	TARS	34	28	251.8623	0.351244801	1.183306536	1;2;3	3	Pacientes	Controles	Threonine--tRNA ligase_ cytoplasmic OS=Homo sapiens OX=9606 GN=TARS PE=1 SV=3	27603.85795	39825.83036	26196.11452	23801.96076	25703.86514	29616.36263	-0.002948276
P63096	GNAI1	6	2	44.4365	0.352171426	1.298317993	2;3	2	Pacientes	Controles	Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2	520.0005256	896.0567054	981.6317117	582.1220644	522.8186102	741.8248754	0.049394273
P20618	PSMB1	10	7	93.5528	0.352233113	1.340531359	1;2;3	3	Pacientes	Controles	Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2	11058.59712	8557.350741	5100.922725	5435.033224	6442.678741	6560.402459	0.419397704
Q9HCJ6	VAT1L	4	3	26.0167	0.35273003	1.616277794	3	1	Pacientes	Controles	Synaptic vesicle membrane protein VAT-1 homolog-like OS=Homo sapiens OX=9606 GN=VAT1L PE=1 SV=2	2909.365964	9063.465306	5026.02173	2062.800208	4358.711003	4095.773047	0.120684678
Q8NCA5	FAM98A	1	1	6.6785	0.352976756	1.21722306	2	1	Pacientes	Controles	Protein FAM98A OS=Homo sapiens OX=9606 GN=FAM98A PE=1 SV=1	2765.044268	1736.145857	1865.311937	1932.206665	1415.605695	1882.53717	0.398468062
Q9GZT4	SRR	3	3	17.4434	0.353317218	1.7140001	2	1	Controles	Pacientes	Serine racemase OS=Homo sapiens OX=9606 GN=SRR PE=1 SV=1	120.8189626	183.9165246	444.0781588	230.5905234	755.7634863	297.1126542	-0.062601334
Q00534	CDK6	7	4	59.1148	0.353820545	1.312176675	1;3	2	Pacientes	Controles	Cyclin-dependent kinase 6 OS=Homo sapiens OX=9606 GN=CDK6 PE=1 SV=1	1185.422819	1575.372428	2141.990213	916.9248752	1850.352528	969.0986159	0.537566599
O43252	PAPSS1	8	3	49.4488	0.354118661	1.124412609	1;2;3	3	Controles	Pacientes	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens OX=9606 GN=PAPSS1 PE=1 SV=2	10788.65341	15682.36752	11036.11061	13603.36472	13575.96156	14994.16534	-0.698100781
Q01082;P80303;Q9H2E6	SPTBN1	83	67	607.2325	0.354260005	1.228997923	1;2;3	3	Controles	Pacientes	Spectrin beta chain_ non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2	4113.438421	6178.691305	8088.031355	8003.919958	6063.698498	8521.561343	-0.655758899
Q92888	ARHGEF1	7	4	40.9856	0.354485703	1.473961724	2	1	Pacientes	Controles	Rho guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=ARHGEF1 PE=1 SV=2	2097.616144	3195.99311	1169.090801	1569.745803	1478.478369	1336.353764	0.279724618
Q9UNW9;P51513	NOVA2	3	3	19.1099	0.354968456	1.111874825	3	1	Pacientes	Controles	RNA-binding protein Nova-2 OS=Homo sapiens OX=9606 GN=NOVA2 PE=1 SV=1	1565.563611	1721.330989	1785.155656	1237.885123	1752.824719	1570.99993	0.335065318
P49755	TMED10	4	2	35.579	0.355050206	1.485269803	2;3	2	Controles	Pacientes	Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2	1686.215014	103.9913107	647.3606437	1661.217209	870.68885	1088.538551	-0.055750454
P08865	RPSA	11	9	74.5372	0.355664682	1.209371288	2;3	2	Pacientes	Controles	40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4	52408.78379	50979.89906	32990.73747	38428.68841	32547.60172	41792.56894	0.189810725
P62424	RPL7A	20	12	168.0606	0.355669586	1.25458654	2;3	2	Controles	Pacientes	60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2	15002.00224	21024.66732	28335.88691	31272.6624	19987.20963	29488.52498	-0.608285476
P35222	CTNNB1	18	12	128.8901	0.355862295	2.006512257	2;3	2	Pacientes	Controles	Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1 SV=1	4372.665944	18107.55125	4956.156568	4307.024772	4470.558499	4896.080407	0.10384403
P61081	UBE2M	3	1	15.224	0.357232891	1.609022741	3	1	Controles	Pacientes	NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens OX=9606 GN=UBE2M PE=1 SV=1	4813.44368	21.4892778	3387.305091	3734.676057	4105.666579	5389.425366	-0.298561322
Q07666	KHDRBS1	20	13	144.4283	0.358795978	1.237759967	1;2;3	3	Pacientes	Controles	KH domain-containing_ RNA-binding_ signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1	38095.82641	27579.04344	20999.77672	22165.47816	22000.29304	25859.63672	0.358580889
Q99714	HSD17B10	10	8	60.5255	0.358901055	1.509129748	2;3	2	Pacientes	Controles	3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3	9198.006115	14269.91565	4940.265756	5479.123248	6763.659722	6581.435126	0.222836048
A2A3N6	PIPSL	4	1	43.1903	0.359099009	1.25030909	2	1	Pacientes	Controles	Putative PIP5K1A and PSMD4-like protein OS=Homo sapiens OX=9606 GN=PIPSL PE=5 SV=1	745.9255016	541.7279621	396.5219331	444.8129144	428.6977481	473.4965782	0.415048415
Q13416	ORC2	3	1	17.577	0.3610991	1.237226187	1	1	Controles	Pacientes	Origin recognition complex subunit 2 OS=Homo sapiens OX=9606 GN=ORC2 PE=1 SV=2	162.352965	140.1916373	147.9864779	132.7748332	242.6613946	181.9726224	-0.184896011
Q9HCH3;Q8IYJ1	CPNE5	3	2	19.0315	0.361504841	1.252414289	3	1	Pacientes	Controles	Copine-5 OS=Homo sapiens OX=9606 GN=CPNE5 PE=1 SV=2	1827.973323	1050.262453	1251.819725	1185.947477	842.0147813	1269.71291	0.349590529
Q9BVA1	TUBB2B	43	4	575.6005	0.362719243	1.429798058	1;2;3	3	Pacientes	Controles	Tubulin beta-2B chain OS=Homo sapiens OX=9606 GN=TUBB2B PE=1 SV=1	59303.51272	111022.6396	149142.0276	86036.88069	60151.15072	77247.84338	0.241214841
P47914	RPL29	6	6	36.9895	0.362769785	1.269493855	1;2	2	Controles	Pacientes	60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2	9715.251337	16600.2412	16508.1777	22708.01915	13209.63243	18446.73464	-0.600779965
P13674	P4HA1	8	4	55.8256	0.362928322	1.258585562	1;2;3	3	Controles	Pacientes	Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1 PE=1 SV=2	3061.278887	2966.364203	2631.962149	3260.074288	4987.629	2651.15084	0.061568733
Q96AG4	LRRC59	14	12	114.9064	0.363615616	1.312306575	2;3	2	Controles	Pacientes	Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1	3175.876618	4005.87525	9844.131792	9388.708418	7044.223831	5910.24682	-0.129430812
O43293	DAPK3	2	1	10.2304	0.363772637	1.360131037	1	1	Controles	Pacientes	Death-associated protein kinase 3 OS=Homo sapiens OX=9606 GN=DAPK3 PE=1 SV=1	893.3809058	124.1171174	319.8499431	559.6147356	757.8427762	501.510964	0.122865144
Q9UBT2	UBA2	14	12	113.6171	0.363846173	1.38623989	1;3	2	Pacientes	Controles	SUMO-activating enzyme subunit 2 OS=Homo sapiens OX=9606 GN=UBA2 PE=1 SV=2	11190.66235	13916.78029	6110.041664	6305.580268	6429.09676	9784.862718	0.064492403
Q14166	TTLL12	5	4	30.7003	0.36483624	1.150643693	2;3	2	Controles	Pacientes	Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens OX=9606 GN=TTLL12 PE=1 SV=2	2258.430542	3172.068356	2331.528809	3431.460212	2508.515074	2991.352942	-0.607241905
Q9BT17	MTG1	4	1	20.9768	0.365285026	1.35874623	2	1	Controles	Pacientes	Mitochondrial ribosome-associated GTPase 1 OS=Homo sapiens OX=9606 GN=MTG1 PE=1 SV=2	312.3584516	992.2119406	3724.492327	2469.67866	1606.801386	2756.739963	-0.355500901
Q9BYX7	POTEKP	9	2	89.1552	0.367128217	2.932686726	1;2;3	3	Pacientes	Controles	Putative beta-actin-like protein 3 OS=Homo sapiens OX=9606 GN=POTEKP PE=5 SV=1	68.40447253	248.891	698.4346927	129.6026224	101.9821382	114.7632336	0.366087628
Q9NY33	DPP3	6	5	35.4319	0.3671533	1.198283925	2;3	2	Controles	Pacientes	Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2	2669.583007	1342.45279	1695.272666	2479.081434	1968.110249	2391.784304	-0.21006603
Q86SX6	GLRX5	1	1	5.6781	0.367265377	1.367336615	2	1	Pacientes	Controles	Glutaredoxin-related protein 5_ mitochondrial OS=Homo sapiens OX=9606 GN=GLRX5 PE=1 SV=2	772.7305359	525.4037996	328.12865	422.9971482	399.1204867	367.2478572	0.525015724
P09651;Q32P51	HNRNPA1	26	16	232.1789	0.367355663	1.209693544	1;2;3	3	Pacientes	Controles	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	59988.57954	82611.83393	101753.6186	66105.93086	59460.48177	76430.22806	0.095140061
Q96HC4	PDLIM5	17	13	151.687	0.367497287	1.181834264	1;2;3	3	Pacientes	Controles	PDZ and LIM domain protein 5 OS=Homo sapiens OX=9606 GN=PDLIM5 PE=1 SV=5	6727.611878	4861.057332	4177.06969	4109.755513	4712.756815	4517.546751	0.497906632
O75569	PRKRA	2	1	18.1047	0.367542347	1.165924721	3	1	Controles	Pacientes	Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1	0	0	582.2214519	256.2315982	417.1927858	5.401999555	0.278040512
P21333	FLNA	167	133	1584.9569	0.368513062	1.186021102	1;2;3	3	Controles	Pacientes	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	64335.99166	33904.13853	59242.55968	60610.06517	66723.43599	59444.29217	-0.022410229
Q96HY6	DDRGK1	4	4	23.2966	0.368674841	1.395282464	1	1	Controles	Pacientes	DDRGK domain-containing protein 1 OS=Homo sapiens OX=9606 GN=DDRGK1 PE=1 SV=2	244.0946138	602.3257323	1053.468893	868.5370644	626.1539878	1156.191086	-0.652537955
Q14566	MCM6	28	26	212.1463	0.368785873	1.686327041	1;2;3	3	Pacientes	Controles	DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1	24242.0003	30864.27338	8777.719983	12138.79649	10158.74588	15585.9714	0.207966501
P29966	MARCKS	16	13	140.3972	0.369683663	1.29763404	1	1	Pacientes	Controles	Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4	95142.68864	157415.5371	86568.33754	92899.02501	61751.68413	106691.5128	-0.069504729
Q3YEC7	RABL6	1	1	5.6216	0.370512625	1.138257075	2	1	Pacientes	Controles	Rab-like protein 6 OS=Homo sapiens OX=9606 GN=RABL6 PE=1 SV=2	582.5988507	743.37226	716.0399898	489.2264242	721.4667769	583.2873901	0.357101987
P61289	PSME3	3	3	25.7015	0.370714953	1.216355373	2	1	Pacientes	Controles	Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1	2553.070833	1730.755405	1564.286715	1423.657689	1957.267304	1426.973325	0.658107076
P11171	EPB41	12	8	78.4419	0.371851492	1.247064878	1;2	2	Pacientes	Controles	Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4	3048.870597	4434.658236	4049.06535	3586.531759	1861.142171	3800.116128	-0.087300311
P61163;P42025	ACTR1A	13	8	100.4477	0.372164224	1.117209364	2;3	2	Pacientes	Controles	Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1	20670.87531	14993.35225	16597.54592	15054.46112	16864.65234	14859.74034	0.694633859
Q9HD45	TM9SF3	10	8	62.2946	0.372244768	1.432221138	2	1	Pacientes	Controles	Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2	7655.261816	6489.365553	3036.357414	3942.851016	3901.922367	4151.268519	0.401177727
P09211	GSTP1	15	13	107.5335	0.37231632	1.162185026	2;3	2	Pacientes	Controles	Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2	96194.98948	104605.4404	68558.9759	72374.33016	83245.17554	76150.30699	0.342739301
P17028	ZNF24	2	2	12.5275	0.373347279	1.426918733	2	1	Controles	Pacientes	Zinc finger protein 24 OS=Homo sapiens OX=9606 GN=ZNF24 PE=1 SV=4	63.38813491	227.26626	327.255571	268.8098434	216.1738377	396.7236245	-0.719832442
Q2TAL8	QRICH1	1	1	11.8	0.373513852	1.249608725	1	1	Pacientes	Controles	Glutamine-rich protein 1 OS=Homo sapiens OX=9606 GN=QRICH1 PE=1 SV=1	1694.375063	2194.545589	1334.787809	1090.721439	1976.462379	1113.09146	0.470235468
Q9H223	EHD4	8	4	48.3779	0.373818915	1.317425729	1;2	2	Controles	Pacientes	EH domain-containing protein 4 OS=Homo sapiens OX=9606 GN=EHD4 PE=1 SV=1	1782.964553	1391.615741	1377.686078	2404.023249	2368.056105	1225.19349	0.110698129
Q70CQ1	USP49	2	1	13.458	0.373900966	Infinity	2	1	Controles	Pacientes	Ubiquitin carboxyl-terminal hydrolase 49 OS=Homo sapiens OX=9606 GN=USP49 PE=1 SV=1	0	0	0	456.1782678	0	0	-0.203966405
P43243	MATR3	40	34	360.4423	0.374111461	1.328229915	1;2;3	3	Controles	Pacientes	Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2	10615.45815	10742.25884	41486.7927	33503.13619	19728.90616	30239.91542	-0.293482063
P56192	MARS	32	25	233.1656	0.374798225	2.913649526	1;2;3	3	Pacientes	Controles	Methionine--tRNA ligase_ cytoplasmic OS=Homo sapiens OX=9606 GN=MARS PE=1 SV=2	131748.2677	26259.78606	13775.59715	12127.12982	36148.02234	10683.08883	0.591350747
A6NHL2	TUBAL3	6	1	83.6637	0.375924287	1.483322545	3	1	Controles	Pacientes	Tubulin alpha chain-like 3 OS=Homo sapiens OX=9606 GN=TUBAL3 PE=1 SV=2	459.6483243	0	5256.109149	2802.751953	5241.520561	434.0394076	0.228789556
P09622	DLD	21	18	161.058	0.376213466	1.324283468	1;2;3	3	Pacientes	Controles	Dihydrolipoyl dehydrogenase_ mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2	21160.77483	10463.06128	11537.69537	10191.82204	9414.100807	12986.44316	0.382396276
P43487	RANBP1	7	6	44.2837	0.376541546	1.41872353	1;2	2	Pacientes	Controles	Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1	34376.48137	33781.21555	14754.93125	21575.23733	17455.98266	19410.48936	0.359653137
P61513;A6NKH3	RPL37A	4	2	37.8787	0.376900014	1.381120347	1;2;3	3	Controles	Pacientes	60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2	633.5459093	1521.437357	832.2420629	1875.846071	858.3727248	1391.498887	-0.598713087
Q13867	BLMH	11	7	76.3792	0.377712894	1.584198291	2;3	2	Pacientes	Controles	Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1	3227.099942	10127.43845	4601.91453	3153.934903	4850.063678	3330.727019	0.194381758
Q7KZF4	SND1	38	33	267.4608	0.377821732	1.225658306	1;2;3	3	Controles	Pacientes	Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1	9633.438074	6031.41681	14357.8447	12051.9974	10791.49189	13954.08182	-0.358308587
P11387	TOP1	14	12	97.3327	0.377912699	1.086979657	1;2	2	Controles	Pacientes	DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2	7294.522028	6278.111089	7393.839595	6983.156468	8584.957858	7222.014996	0.026436779
Q99733	NAP1L4	9	5	62.1739	0.378019335	1.263588571	2;3	2	Controles	Pacientes	Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1	2854.022651	1672.770383	3547.475862	3787.628706	3899.319067	2515.606126	0.108049951
Q9Y2T2	AP3M1	5	5	35.0059	0.379630807	1.466533324	3	1	Pacientes	Controles	AP-3 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP3M1 PE=1 SV=1	3684.242729	3255.930882	1438.269924	1487.319672	1676.525599	2549.249275	0.200070916
P40926	MDH2	26	23	206.926	0.379812907	1.287480689	1;2;3	3	Pacientes	Controles	Malate dehydrogenase_ mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3	48616.48497	25128.69871	42770.65044	26080.84556	37095.11349	27323.13354	0.723361915
P05455	SSB	20	15	137.5711	0.380870396	1.459648418	1;2;3	3	Pacientes	Controles	Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2	21544.0249	9015.576715	9375.557223	7880.444644	11914.37012	7564.622166	0.642151201
Q15645	TRIP13	10	9	63.2018	0.381893236	2.014118218	2;3	2	Pacientes	Controles	Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2	8416.662071	15986.23604	2830.55454	3235.218428	2497.095021	7788.964701	0.022042095
P11388	TOP2A	13	7	79.0706	0.382413272	1.230384094	2;3	2	Controles	Pacientes	DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3	844.611492	1461.14878	2065.110714	1876.960178	1532.169755	1968.720206	-0.549038597
Q15814	TBCC	2	1	11.8467	0.382552414	1.345651172	2	1	Controles	Pacientes	Tubulin-specific chaperone C OS=Homo sapiens OX=9606 GN=TBCC PE=1 SV=2	208.9369131	95.28531479	323.7052387	208.2298209	369.782942	266.9585683	-0.070576583
Q13347	EIF3I	11	8	83.7254	0.382573189	1.118433	1;2;3	3	Pacientes	Controles	Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1	9347.459236	7539.453053	8383.330907	7333.708413	8991.727521	6268.893087	0.857266758
O96008	TOMM40	2	2	12.2159	0.384351199	1.386377916	2	1	Controles	Pacientes	Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens OX=9606 GN=TOMM40 PE=1 SV=1	445.1825684	1049.327157	2270.773463	2098.650239	1132.041585	1989.413637	-0.479377055
P02652	APOA2	1	1	5.2149	0.384412533	1.390098621	2	1	Controles	Pacientes	Apolipoprotein A-II OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1	459.2868643	21.38154074	1397.658764	1240.715727	567.8917338	802.4525454	-0.107085762
O95197	RTN3	2	2	10.4991	0.38450632	1.214555026	2	1	Pacientes	Controles	Reticulon-3 OS=Homo sapiens OX=9606 GN=RTN3 PE=1 SV=2	2287.023014	2574.111371	3480.418548	2887.602333	1613.456169	2366.93245	0.198889176
Q6YP21	KYAT3	4	4	27.3774	0.384969572	1.17356852	1;3	2	Pacientes	Controles	Kynurenine--oxoglutarate transaminase 3 OS=Homo sapiens OX=9606 GN=KYAT3 PE=1 SV=1	4150.79961	5911.330006	6280.860967	4933.256295	5108.82199	3883.815516	0.476620257
P05198	EIF2S1	14	11	100.1588	0.385113482	1.172309149	1;2;3	3	Controles	Pacientes	Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3	5001.130684	3356.259711	5765.830844	5683.982886	6193.875729	4678.922856	0.096097155
Q15323;O76009;Q14525;O76011;O76014	KRT31	9	6	54.0905	0.385178384	2.813852512	1;2	2	Pacientes	Controles	Keratin_ type I cuticular Ha1 OS=Homo sapiens OX=9606 GN=KRT31 PE=1 SV=3	189.6464905	1160.273428	161.6045455	158.9608824	241.0445737	137.1671419	0.155104788
Q92542	NCSTN	1	1	6.5727	0.385586683	1.426492639	2	1	Controles	Pacientes	Nicastrin OS=Homo sapiens OX=9606 GN=NCSTN PE=1 SV=2	636.5734845	586.5473827	1033.407367	1216.388958	580.9274101	1421.604549	-0.708828988
O14796	SH2D1B	1	1	10.9272	0.385985883	1.707579672	3	1	Controles	Pacientes	SH2 domain-containing protein 1B OS=Homo sapiens OX=9606 GN=SH2D1B PE=1 SV=2	759.3808761	1241.657779	18486.14741	20239.30707	12492.40386	2251.791535	0.079638147
P18085	ARF4	9	4	85.6618	0.387073769	1.273058492	2;3	2	Controles	Pacientes	ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3	7822.701214	13101.12152	18436.49046	21335.63721	12949.98403	15822.35971	-0.407895434
P60228	EIF3E	15	10	86.4288	0.388907821	1.282477799	1;2;3	3	Pacientes	Controles	Eukaryotic translation initiation factor 3 subunit E OS=Homo sapiens OX=9606 GN=EIF3E PE=1 SV=1	7549.524988	10948.67813	5361.688915	5446.056924	7099.124212	6059.345233	0.239767024
